wallet,archetype,coin,dir,qty,entry_ts,entry_px,exit_ts,exit_px,gross_pnl,fees,net_pnl,hold_s,exit_reason
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.017004412091495953,1786608300000,905.1223349999999,1786608300000,904.217665,-0.015383381486811882,0.016232324754421656,-0.03161570624123354,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.11632563726227871,1786608300000,905.1223349999999,1786608300000,904.217665,-0.10523631426205363,0.11239030013482862,-0.21762661439688225,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.1163256372622788,1786608300000,905.1223349999999,1786608300000,904.217665,-0.10523631426205371,0.12338544258467149,-0.2286217568467252,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.11632563726227879,1786608300000,905.1223349999999,1786608300000,904.217665,-0.1052363142620537,0.13885293351749087,-0.24408924777954458,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.3058475393002241,1786608300000,905.1223349999999,1786608300000,904.217665,-0.27669109337870207,0.42650980522671,-0.7032008986054121,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.0875727222712039,1786608300000,905.1223349999999,1786608300000,904.217665,-0.07922441465708095,0.2987136564584298,-0.37793807111551075,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.0114393317706427,1786608300000,905.1223349999999,1786608300000,904.217665,-0.010348820272946146,0.08738755989292328,-0.09773638016586943,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.037950756076929486,1786608300000,905.1223349999999,1786608300000,904.217665,-0.03433291050011186,0.3517434546832032,-0.3860763651833151,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.012830601850856,1786608300000,905.1223349999999,1786608300000,904.217665,-0.011607460576412569,0.45522074558075654,-0.4668282061571691,0.0,source_flip
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,short,0.451345639722807,1786608300000,904.217665,1786608300000,905.1223349999999,-0.40831885988798505,0.36748697389922863,-0.7758058337872137,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,short,0.23639721334169767,1786608300000,904.217665,1786608300000,905.1223349999999,-0.21386146699380915,0.2587995994617695,-0.47266106645557865,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,short,0.04408186277176104,1786608300000,904.217665,1786608300000,905.1223349999999,-0.039879538793724495,0.06539025937480376,-0.10526979816852826,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,short,0.21652747818188897,1786608300000,904.217665,1786608300000,905.1223349999999,-0.19588591368678707,0.3486482402381489,-0.544534153924936,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,short,0.15757621095278765,1786608300000,904.217665,1786608300000,905.1223349999999,-0.14255447076264208,0.5141815865991178,-0.6567360573617599,0.0,source_flip
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.021462345822149526,1786608300000,905.1223349999999,1786608300000,904.217665,-0.019416340394921787,0.017474706355431607,-0.0368910467503534,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.02146234582214952,1786608300000,905.1223349999999,1786608300000,904.217665,-0.019416340394921783,0.017647887697885188,-0.03706422809280697,0.0,source_partial_close
0x847bd1ef4fede0fe191129894d63044843f4d473,scalper,xyz:MU,long,0.12760340152441588,1786608300000,905.1223349999999,1786608300000,904.217665,-0.1154389692570801,0.1059959767292582,-0.22143494598633828,0.0,source_partial_close
