wallet,trades,net_pnl_usd,win_rate,profit_factor,max_dd_usd,max_dd_pct,avg_hold
0x847bd1ef4fede0fe191129894d63044843f4d473,7499,-1251.58,0.048,0.030,1253.07,12.53,5.2m
